//
// x0 values  from MATLAB
//
@00000000 111101011110_1001
@00000bdc 000001110101_1110
@00000bdd 011000001010_1111
@00000bde 111110111000_1101
@00000bdf 000001000001_0000
@00000be0 000000001001_1010
@00000be1 001010011000_1111
@00000be2 111000001110_1010
@00000be3 000000001000_0000
@00000be4 000000001000_0000
@00000be5 000010011111_1001
@00000be6 111001100000_1000
@00000be7 000000001000_0000
@00000be8 000010111110_1001
@00000be9 000000001000_0000
@00000bea 000110111000_0101
@00000beb 111010111001_1000
@00000bec 000000001000_0000
@00000bed 001010101100_0001
@00000bee 111111111000_0000
@00000bef 111001110111_0010
@00000bf0 111010000100_0001
@00000bf1 000011011011_0001
@00000bf2 000000001000_0000
@00000bf3 111101101110_1110
@00000bf4 111111111000_0000
@00000bf5 111000111001_1101
@00000bf6 111111111000_0000
@00000bf7 111111111101_0000
@00000bf8 000110100010_0110
@00000bf9 111011101100_1110
@00000bfa 000000001000_0000
@00000bfb 101110001011_1110
@00000bfc 010001000101_1001
@00000bfd 011000001110_1111
@00000bfe 111111111000_0000
@00000bff 111101100011_0111
@00000c00 001001000000_0101
@00000c01 111001001110_1110
@00000c02 110100101111_1111
@00000c03 111110001110_0101
@00000c04 000000001000_0000
@00000c05 010010000011_0001
@00000c06 001010111110_1010
@00000c07 000000000000_1001
@00000c08 111001101011_1011
@00000c09 000001100010_1101
@00000c0a 110111011010_0111
@00000c0b 111111111100_0001
@00000c0c 000101001110_1111
@00000c0d 000000001000_0000
@00000c0e 111111111000_0000
@00000c0f 000000001000_0000
@00000c10 111011010000_0010
@00000c11 111100000000_0111
@00000c12 111100101100_0101
@00000c13 000000001000_0000
@00000c14 111111111000_0000
@00000c15 000000001000_0000
@00000c16 111111111000_0000
@00000c17 101100100001_1001
@00000c18 000000001000_0000
@00000c19 111111111000_0000
@00000c1a 000011100001_0100
@00000c1b 101111100111_0011
@00000c1c 111001111100_0111
@00000c1d 111111111100_0001
@00000c1e 000101100000_1111
@00000c1f 110110111111_1101
@00000c20 001101111011_0011
@00000c21 111101010110_0001
@00000c22 110001001101_1111
@00000c23 000000001000_0000
@00000c24 000000001000_0000
@00000c25 111110101011_0011
@00000c26 000001110100_0100
@00000c27 001000010110_1111
@00000c28 111111111000_0000
@00000c29 000000100100_1011
@00000c2a 111101011110_1010
@00000c2b 000000001000_0000
@00000c2c 000000001000_0000
@00000c2d 000000001000_0000
@00000c2e 101110001110_1011
@00000c2f 110101011000_0110
@00000c30 101110000011_1100
@00000c31 111111111001_1010
@00000c32 101000110111_0111
@00000c33 100111100010_0100
@00000c34 000100001110_1111
@00000c35 000000001101_0010
@00000c36 110110000111_1110
@00000c37 000111101010_1110
@00000c38 000111101110_0011
@00000c39 000000001000_0000
@00000c3a 000000011001_0101
@00000c3b 000000001000_0000
@00000c3c 010011011010_0011
@00000c3d 000000100101_0101
@00000c3e 110011101110_1010
@00000c3f 001000100110_0110
@00000c40 111111111000_0000
@00000c41 000000000011_0100
@00000c42 111001000010_1001
@00000c43 000000000011_1010
@00000c44 000111111001_1000
@00000c45 111010000111_0000
@00000c46 000000001000_0000
@00000c47 111111111000_0000
@00000c48 101110110011_0000
@00000c49 000000001000_0000
@00000c4a 111100100100_1100
@00000c4b 111101110010_0101
@00000c4c 000001000011_0100
@00000c4d 000100101110_1010
@00000c4e 000110111010_0000
@00000c4f 000110011111_1000
@00000c50 000000101011_0011
@00000c51 111010110000_0110
@00000c52 001000111001_0110
@00000c53 110100011101_1101
@00000c54 111111111000_0000
@00000c55 111111111000_0000
@00000c56 000000001000_0000
@00000c57 111111111000_0000
@00000c58 010100110000_1101
@00000c59 000100010011_1101
@00000c5a 111110101001_0010
@00000c5b 111010001000_1110
@00000c5c 111111001110_0111
@00000c5d 111111000100_1000
@00000c5e 001001111110_0010
@00000c5f 111100100010_1110
@00000c60 111111011111_1010
@00000c61 000100001000_1111
@00000c62 111011100000_0011
@00000c63 000100001111_0110
@00000c64 000000001000_0000
@00000c65 111010001101_1001
@00000c66 111111101101_1000
@00000c67 110100010000_0110
@00000c68 000100111000_0000
@00000c69 101111000111_0111
@00000c6a 101110010110_0001
@00000c6b 111000111101_1111
@00000c6c 111001100111_0000
@00000c6d 111111111000_0000
@00000c6e 111111111000_0000
@00000c6f 000101000100_0110
@00000c70 111111111000_0000
@00000c71 111111111000_0000
@00000c72 111111111000_0000
@00000c73 111111111000_0000
@00000c74 111111111000_0000
@00000c75 000000001000_0000
@00000c76 000111111011_0010
@00000c77 000110100110_1000
@00000c78 001111000111_0001
@00000c79 111101011110_0111
@00000c7a 000000101001_1010
@00000c7b 110111000110_1010
@00000c7c 000011101110_1000
@00000c7d 001110101100_1000
@00000c7e 110100111000_1011
@00000c7f 111111111000_0000
@00000c80 111111111000_0000
@00000c81 111001100001_1000
@00000c82 010010101011_1000
@00000c83 111111111100_0000
@00000c84 111111110110_1100
@00000c85 111111111000_0000
@00000c86 111101100000_0010
@00000c87 000001111110_1001
@00000c88 000010001111_0111
@00000c89 111101110010_1111
@00000c8a 111101100110_0011
@00000c8b 111110011111_0010
@00000c8c 111010101010_0111
@00000c8d 000100110011_1101
@00000c8e 111111111000_0000
@00000c8f 111011100110_0111
@00000c90 111110010010_0101
@00000c91 111111100100_0100
@00000c92 000000110110_1101
@00000c93 111111111000_0000
@00000c94 111110001101_1101
@00000c95 010110010101_0101
@00000c96 111111111100_0000
@00000c97 100111111111_0010
@00000c98 000000000100_0101
@00000c99 110000011000_0011
@00000c9a 000111010101_1011
@00000c9b 000011101011_1100
@00000c9c 111111000010_1010
@00000c9d 111111111100_0111
@00000c9e 000000001000_0000
@00000c9f 110110110011_1011
@00000ca0 111010000101_1000
@00000ca1 111110100110_1110
@00000ca2 000010010100_1001
@00000ca3 000110001110_1100
@00000ca4 000110111001_1000
@00000ca5 110010001010_1100
@00000ca6 111011111100_0001
@00000ca7 111010100110_0101
@00000ca8 000000010011_1101
@00000ca9 000001101010_0011
@00000caa 111111111000_0000
@00000cab 000000011001_1000
@00000cac 111010000000_0110
@00000cad 111101110101_0110
@00000cae 111111111000_0000
@00000caf 000011100100_1101
@00000cb0 010100100101_0000
@00000cb1 000001000000_0111
@00000cb2 110101000010_1111
@00000cb3 000000001000_0000
@00000cb4 111111111000_0000
@00000cb5 000000011111_0101
@00000cb6 101111110100_0011
@00000cb7 000000001000_0000
@00000cb8 000001000000_0010
@00000cb9 111111111000_0000
@00000cba 000000001000_0000
@00000cbb 111111111000_0000
@00000cbc 110010101101_1101
@00000cbd 110011011100_1101
@00000cbe 111111111000_0000
@00000cbf 001001101000_1111
@00000cc0 111111111000_0000
@00000cc1 111111111000_0000
@00000cc2 001100111100_0100
@00000cc3 001001010101_0111
@00000cc4 000000100100_0010
@00000cc5 111111111000_0000
@00000cc6 001010010110_0011
@00000cc7 000001011001_0110
@00000cc8 111111111000_0000
@00000cc9 000010100101_0111
@00000cca 000100101001_0011
@00000ccb 111111111000_0000
@00000ccc 111011000010_1011
@00000ccd 000000011111_0000
@00000cce 101110011110_1010
@00000ccf 010011011000_0010
@00000cd0 001000110101_0011
@00000cd1 000010100111_1111
@00000cd2 000000001110_0110
@00000cd3 111111111000_0000
@00000cd4 101010100010_1011
@00000cd5 000000001000_0000
@00000cd6 001111011000_1100
@00000cd7 000010000010_1010
@00000cd8 111111111000_0000
@00000cd9 000000001000_0000
@00000cda 000000001000_0000
@00000cdb 111111011100_0111
@00000cdc 000001100010_1100
@00000cdd 000000001000_0000
@00000cde 000001000000_1100
@00000cdf 111111111101_0001
@00000ce0 000000000010_0000
@00000ce1 111000100000_1101
@00000ce2 111110001001_0111
@00000ce3 000011011111_1010
@00000ce4 000000000110_0001
@00000ce5 000011111001_0111
@00000ce6 111111100100_1101
@00000ce7 000000001000_0000
@00000ce8 000000111011_0100
@00000ce9 000011001000_1011
@00000cea 000000001000_0000
@00000ceb 000000001000_0000
@00000cec 111010000101_1000
@00000ced 111011111000_1010
@00000cee 110011000111_0010
@00000cef 000000001000_0000
@00000cf0 000000000111_0100
@00000cf1 110001101010_1101
@00000cf2 000010100000_0000
@00000cf3 101111100111_0010
@00000cf4 010000000000_0010
@00000cf5 010000001001_0101
@00000cf6 000000001000_0000
@00000cf7 111111111000_0000
@00000cf8 001111010000_0000
@00000cf9 000000000011_1100
@00000cfa 111011001100_1011
@00000cfb 111111111000_0000
@00000cfc 000000001000_0000
@00000cfd 000000001000_0000
@00000cfe 111111010011_0101
@00000cff 111010110110_0011
@00000d00 111000100010_1010
@00000d01 111001101100_0000
@00000d02 000110111101_0111
@00000d03 000001100010_1011
@00000d04 110010100111_0001
@00000d05 000000001000_0000
@00000d06 111111111000_0000
@00000d07 000000001000_0000
@00000d08 010101101001_0110
@00000d09 000101000000_0100
@00000d0a 000000001000_0000
@00000d0b 111100011110_0001
@00000d0c 110111110100_0000
@00000d0d 110011010100_1000
@00000d0e 110001000100_0010
@00000d0f 111111111001_0000
@00000d10 111011000100_0010
@00000d11 111111111000_1000
@00000d12 000110111011_0000
@00000d13 000000011100_1111
@00000d14 111001100000_1011
@00000d15 000000111010_0110
@00000d16 001011010010_1101
@00000d17 000111101101_0110
@00000d18 101110001011_1001
@00000d19 111111011000_1000
@00000d1a 000000110101_1001
@00000d1b 110100010111_0101
@00000d1c 000000001000_0000
@00000d1d 000110010100_1101
@00000d1e 111110010100_1001
@00000d1f 111000111001_0001
@00000d20 000000001000_0000
@00000d21 110110001110_0110
@00000d22 000001011100_1101
@00000d23 000000001000_0000
@00000d24 000011101101_0110
@00000d25 001001101101_1001
@00000d26 000000100110_0001
@00000d27 000000001000_0000
@00000d28 000100101010_1101
@00000d29 111011101010_1110
@00000d2a 000000001000_0000
@00000d2b 000000001011_1011
@00000d2c 000000001000_0000
@00000d2d 111101001111_1100
@00000d2e 000010111111_0010
@00000d2f 111111111111_0110
@00000d30 111001111011_1100
@00000d31 000001001101_0000
@00000d32 000011111101_0001
@00000d33 111111111000_0000
@00000d34 010011000101_0100
@00000d35 101000010111_1101
@00000d36 000000001000_0000
@00000d37 110100010110_0011
@00000d38 001000110110_0000
@00000d39 111011010100_1111
@00000d3a 000100011010_0110
@00000d3b 111111001110_0001
@00000d3c 001100111110_0010
@00000d3d 000000001000_0000
@00000d3e 110100001011_1100
@00000d3f 010000100110_1001
@00000d40 111110100000_0000
@00000d41 001101110110_0100
@00000d42 111101100111_1000
@00000d43 110000100111_1111
@00000d44 111111101011_0101
@00000d45 000000111000_0001
@00000d46 000010111010_1011
@00000d47 110001010010_0110
@00000d48 000000000001_0010
@00000d49 111100011010_0011
@00000d4a 111011101100_0101
@00000d4b 111111111000_0000
@00000d4c 000000101110_0100
@00000d4d 111100001011_1111
@00000d4e 110100100111_1011
@00000d4f 111111111001_1010
@00000d50 111011100001_1010
@00000d51 111001000001_1011
@00000d52 111111111000_0000
@00000d53 001010010000_1110
@00000d54 000111111010_0110
@00000d55 000000001000_0000
@00000d56 000000000000_0110
@00000d57 000000001000_0000
@00000d58 001110110110_0010
@00000d59 000000001000_0000
@00000d5a 111010111110_1010
@00000d5b 000001010111_1010
@00000d5c 111110011010_0101
@00000d5d 101001100011_1111
@00000d5e 110111011100_1011
@00000d5f 111010110111_0010
@00000d60 000010000000_1000
@00000d61 111001011100_1000
@00000d62 000000001000_0000
@00000d63 110001110001_1100
@00000d64 110111001000_1101
@00000d65 000100011111_1000
@00000d66 101101111011_0010
@00000d67 110011110101_0000
@00000d68 111111111000_0000
@00000d69 000000011100_1101
@00000d6a 001001010001_1010
@00000d6b 010001011111_0100
@00000d6c 110100101101_0111
@00000d6d 010000001011_1011
@00000d6e 000000001000_0000
@00000d6f 000111110111_0001
@00000d70 111111111111_0110
@00000d71 111111111000_0000
@00000d72 110110011111_1111
@00000d73 111111111000_0000
@00000d74 111111111000_0000
@00000d75 110100110000_1101
@00000d76 111110001000_0101
@00000d77 000011101010_0100
@00000d78 101011010011_0001
@00000d79 000011010100_0001
@00000d7a 111111111000_0000
@00000d7b 111001011100_0010
@00000d7c 111111111000_0000
@00000d7d 111111111000_0000
@00000d7e 111110001000_1110
@00000d7f 000000110111_0000
@00000d80 111111011010_1000
@00000d81 111101011100_0111
@00000d82 111010010111_1011
@00000d83 111111111100_0101
@00000d84 111111001100_1101
@00000d85 110111011110_1100
@00000d86 000000110011_1101
@00000d87 001111101100_1001
@00000d88 110000100100_1000
@00000d89 000111101111_1000
@00000d8a 000010010101_1111
@00000d8b 000010101001_1101
@00000d8c 111111101101_0000
@00000d8d 111101111100_1011
@00000d8e 001110010001_1110
@00000d8f 110110001001_1001
@00000d90 000001101010_1111
@00000d91 111111111000_0000
@00000d92 111010010110_0010
@00000d93 001100011010_0111
@00000d94 110110101111_0111
@00000d95 101101111001_0010
@00000d96 000010101100_1100
@00000d97 000110110111_0100
@00000d98 010010101001_1011
@00000d99 000001111011_0010
@00000d9a 111000101110_0110
@00000d9b 111111111000_0000
@00000d9c 001000101101_1111
@00000d9d 000110011110_1010
@00000d9e 111111111000_0000
@00000d9f 111011011001_1110
@00000da0 101110110011_0101
@00000da1 000010011010_0101
@00000da2 010011101101_1001
@00000da3 000000101100_1011
@00000da4 000000100101_1100
@00000da5 001011001101_1000
@00000da6 000000001000_0000
@00000da7 111111111000_0000
@00000da8 001100101101_1100
@00000da9 000000001000_0000
@00000daa 101000110111_0111
@00000dab 001000101111_0011
@00000dac 000111111101_0111
@00000dad 111111110100_1101
@00000dae 001000010111_0011
@00000daf 000000101100_1110
@00000db0 111100010101_1001
@00000db1 110111001111_0100
@00000db2 000000001000_0000
@00000db3 010101000101_0010
@00000db4 001010101011_0011
@00000db5 111110101001_1110
@00000db6 111111111000_0000
@00000db7 000000001000_0000
@00000db8 111110010000_1110
@00000db9 000010111000_0101
@00000dba 111111010001_1000
@00000dbb 000001011001_0101
@00000dbc 101110010100_0011
@00000dbd 000000001000_0000
@00000dbe 010000001010_0000
@00000dbf 111111111000_0000
@00000dc0 110000110101_1001
@00000dc1 111011100101_0110
@00000dc2 000001100001_1111
@00000dc3 111110010011_1100
@00000dc4 000011011101_0010
@00000dc5 110010110111_0011
@00000dc6 111111110110_1110
@00000dc7 001101001001_1001
@00000dc8 101101110101_1011
@00000dc9 111111111000_0000
@00000dca 111010111110_0011
@00000dcb 101111101111_1110
@00000dcc 111101111010_1101
@00000dcd 000011000111_0001
@00000dce 000010000111_0000
@00000dcf 000000001000_0000
@00000dd0 001111111010_1110
@00000dd1 001100100011_1001
@00000dd2 111000110011_0010
@00000dd3 101010110101_1111
@00000dd4 000000001000_0000
@00000dd5 111101011100_0001
@00000dd6 101110110111_1100
@00000dd7 101101011110_0101
@00000dd8 110001111000_0110
@00000dd9 000000001000_0000
@00000dda 000000010111_1000
@00000ddb 110011011010_1110
@00000ddc 000111010101_0101
@00000ddd 111101101100_1011
@00000dde 001001010111_0100
@00000ddf 111111111000_0000
@00000de0 111111111000_0000
@00000de1 110110001111_0111
@00000de2 101110011010_1011
@00000de3 001010001010_1011
@00000de4 001101101000_0100
@00000de5 111111111010_0101
@00000de6 111110100100_1010
@00000de7 001110001001_1110
@00000de8 001100110101_1111
@00000de9 111111111000_0000
@00000dea 001010011100_0000
@00000deb 000000001000_0000
@00000dec 111111111000_0000
@00000ded 000001001010_1101
@00000dee 111111100111_1110
@00000def 111111111000_0000
@00000df0 000000001000_0000
@00000df1 000000001100_0101
@00000df2 110110101111_0110
@00000df3 111111111000_0000
@00000df4 001100100011_0111
@00000df5 111111111000_0000
@00000df6 111001011101_1000
@00000df7 111111111000_0000
@00000df8 000010000001_0101
@00000df9 000011111100_1000
@00000dfa 000100100101_0011
@00000dfb 110110001111_1001
@00000dfc 000000001000_0000
@00000dfd 111111111000_0000
@00000dfe 111111111000_0000
@00000dff 000000001000_0000
@00000e00 111010000101_1001
@00000e01 111011100111_1110
@00000e02 101100110111_0011
@00000e03 111001110000_1011
@00000e04 000100110011_1101
@00000e05 000011001101_1000
@00000e06 000000100010_1001
@00000e07 000000001000_0000
@00000e08 111011101001_0101
@00000e09 000000001000_0000
@00000e0a 010001000100_1001
@00000e0b 111111111000_0000
@00000e0c 010000000101_0010
@00000e0d 010010000001_1011
@00000e0e 111111101110_1110
@00000e0f 111111111110_0000
@00000e10 111111111000_0000
@00000e11 101101101010_0100
@00000e12 000000000111_0000
@00000e13 000100000000_0111
@00000e14 000110001111_0101
@00000e15 111111111000_0000
@00000e16 000000001000_0000
@00000e17 000001011101_1010
@00000e18 111010010110_1011
@00000e19 110111000001_0101
@00000e1a 111111111000_0000
@00000e1b 110110000100_0110
@00000e1c 111011001111_1110
@00000e1d 001001101011_1100
@00000e1e 111111111000_0000
@00000e1f 111001101010_0010
@00000e20 110011110011_0111
@00000e21 000000001000_0000
@00000e22 110100110110_1110
@00000e23 111110010100_1101
@00000e24 000000001000_0000
@00000e25 000000001000_0000
@00000e26 000001110010_0011
@00000e27 111111111000_0000
@00000e28 000000101011_0000
@00000e29 110100011011_1100
@00000e2a 000001001001_1001
@00000e2b 111111111000_0000
@00000e2c 000010101101_0001
@00000e2d 000000001000_0000
@00000e2e 001101100011_1001
@00000e2f 111111111000_0000
@00000e30 000011111111_0101
@00000e31 111111101000_0000
@00000e32 111111111000_0000
@00000e33 111111111000_0000
@00000e34 000000001000_0111
@00000e35 010011000101_0011
@00000e36 111110000100_0110
@00000e37 000000001000_0000
@00000e38 000000001000_0000
@00000e39 111111111000_0000
@00000e3a 110100010111_1000
@00000e3b 000000001000_0000
@00000e3c 110100001001_0100
@00000e3d 101011101110_0011
@00000e3e 000011010101_1010
